from_ip,to_ip,token
0.4.106.67,0.4.106.69,8729481997788281377
0.4.106.71,0.4.106.77,8729481997789281360
0.4.106.78,0.4.106.87,8729481997786281385
0.4.106.89,0.4.106.95,8729481997787281384
0.4.106.96,0.4.106.104,8729481997784281376
0.4.106.105,0.4.106.108,8729481997784281388
0.4.106.109,0.4.106.109,8729481997784281389
0.4.106.110,0.4.106.118,8729481997785281387
0.4.106.120,0.4.106.126,8729484997906281685
0.4.106.128,0.4.106.128,8729484997906281691
0.4.106.130,0.4.106.132,8729484997905281686
0.4.106.133,0.4.106.140,8729484997904281705
0.4.106.141,0.4.106.143,8729484997904281706
0.4.106.145,0.4.106.153,8729484997903281705
0.4.106.155,0.4.106.163,8729484997902281708
0.4.106.164,0.4.106.169,8729484997902281702
0.4.106.171,0.4.106.174,8729484997901281700
0.4.106.175,0.4.106.176,8729484997901281702
0.4.106.177,0.4.106.187,8729484997900281698
0.4.106.189,0.4.106.199,8729484997899281711
0.4.106.201,0.4.106.207,8729484997914281676
0.4.106.208,0.4.106.208,8729484997914281667
0.4.106.210,0.4.106.214,8729484997913281672
0.4.106.216,0.4.106.217,8729484997913281675
0.4.106.219,0.4.106.225,8729483997900281711
0.4.106.226,0.4.106.235,8729483997901281708
0.4.106.236,0.4.106.237,8729483997901281710
0.4.106.238,0.4.106.246,8729483997902281682
0.4.106.247,0.4.106.252,8729483997903281681
0.4.106.254,0.4.106.254,8729483997903281687
0.4.107.0,0.4.107.9,8729483997896281699
0.4.107.10,0.4.107.18,8729483997897281697
0.4.107.20,0.4.107.24,8729483997898281696
0.4.107.26,0.4.107.35,8729483997899281710
0.4.107.36,0.4.107.41,8729483997899281704
0.4.107.42,0.4.107.52,8729483997908281674
0.4.107.54,0.4.107.58,8729483997909281669
0.4.107.59,0.4.107.69,8729486997918281668
0.4.107.70,0.4.107.73,8729486997918281672
0.4.107.74,0.4.107.81,8729486997917281669
0.4.107.83,0.4.107.88,8729486997920281679
0.4.107.90,0.4.107.91,8729486997920281676
0.4.107.92,0.4.107.100,8729486997919281674
0.4.107.102,0.4.107.103,8729486997919281669
0.4.107.104,0.4.107.111,8729486997914281690
0.4.107.113,0.4.107.121,8729486997913281689
0.4.107.123,0.4.107.127,8729486997916281668
0.4.107.128,0.4.107.128,8729486997916281667
0.4.107.129,0.4.107.131,8729486997916281664
0.4.107.132,0.4.107.137,8729486997915281691
0.4.107.138,0.4.107.145,8729486997910281704
0.4.107.146,0.4.107.150,8729486997910281711
0.4.107.151,0.4.107.156,8729486997909281704
0.4.107.157,0.4.107.161,8729486997909281709
0.4.107.162,0.4.107.164,8729485997912281688
0.4.107.166,0.4.107.167,8729485997912281691
0.4.107.169,0.4.107.177,8729485997913281668
0.4.107.179,0.4.107.183,8729485997913281678
0.4.107.185,0.4.107.189,8729485997910281691
0.4.107.190,0.4.107.194,8729485997911281693
0.4.107.196,0.4.107.199,8729485997911281688
0.4.107.201,0.4.107.208,8729485997916281672
0.4.107.209,0.4.107.218,8729485997917281679
0.4.107.220,0.4.107.221,8729485997917281676
0.4.107.222,0.4.107.223,8729485997917281666
0.4.107.224,0.4.107.227,8729485997914281665
0.4.107.229,0.4.107.232,8729485997914281674
0.4.107.234,0.4.107.240,8729485997915281671
0.4.107.242,0.4.107.252,8729485997904281704
0.4.107.254,0.4.108.0,8729485997905281709
0.4.108.2,0.4.108.11,8729472997770281356
0.4.108.12,0.4.108.20,8729472997769281346
0.4.108.22,0.4.108.24,8729472997769281350
0.4.108.25,0.4.108.25,8729472997769281351
0.4.108.26,0.4.108.32,8729472997768281345
0.4.108.33,0.4.108.41,8729472997767281349
0.4.108.42,0.4.108.45,8729472997767281345
0.4.108.47,0.4.108.47,8729472997767281359
0.4.108.48,0.4.108.53,8729472997774281462
0.4.108.54,0.4.108.61,8729472997773281463
0.4.108.63,0.4.108.72,8729472997772281357
0.4.108.74,0.4.108.84,8729472997771281356
0.4.108.85,0.4.108.87,8729472997771281347
0.4.108.88,0.4.108.94,8729472997778281441
0.4.108.96,0.4.108.96,8729472997778281455
0.4.108.97,0.4.108.101,8729472997777281467
0.4.108.102,0.4.108.107,8729472997777281457
0.4.108.109,0.4.108.110,8729471997764281348
0.4.108.111,0.4.108.116,8729471997764281358
0.4.108.117,0.4.108.126,8729471997765281357
0.4.108.127,0.4.108.130,8729471997766281346
0.4.108.131,0.4.108.133,8729471997766281349
0.4.108.134,0.4.108.143,8729471997767281354
0.4.108.144,0.4.108.146,8729471997767281351
0.4.108.148,0.4.108.150,8729471997768281352
0.4.108.151,0.4.108.154,8729471997768281356
0.4.108.155,0.4.108.160,8729471997769281355
0.4.108.161,0.4.108.171,8729471997770281463
0.4.108.173,0.4.108.175,8729471997770281459
0.4.108.176,0.4.108.184,8729471997771281461
0.4.108.186,0.4.108.190,8729471997772281468
0.4.108.192,0.4.108.195,8729471997772281465
0.4.108.197,0.4.108.197,8729471997772281463
0.4.108.198,0.4.108.207,8729471997773281460
0.4.108.208,0.4.108.213,-7160189944448925348
0.4.108.215,0.4.108.219,-7160189944449925349
0.4.108.221,0.4.108.227,-7160189944449925357
0.4.108.228,0.4.108.238,-7160189944447925372
0.4.108.240,0.4.108.248,-7160189944452925355
0.4.108.249,0.4.109.2,-7160189944453925354
0.4.109.4,0.4.109.12,-7160189944450925345
0.4.109.14,0.4.109.21,-7160189944450925354
0.4.109.23,0.4.109.30,-7160189944451925352
0.4.109.32,0.4.109.35,-7160189944440925262
0.4.109.37,0.4.109.37,-7160189944440925260
0.4.109.38,0.4.109.42,-7160189944441925262
0.4.109.44,0.4.109.48,-7160189944441925260
0.4.109.49,0.4.109.57,-7160190944454925355
0.4.109.59,0.4.109.68,-7160190944453925351
0.4.109.69,0.4.109.79,-7160190944456925359
0.4.109.80,0.4.109.81,-7160190944456925345
0.4.109.83,0.4.109.83,-7160190944455925356
0.4.109.85,0.4.109.88,-7160190944455925357
0.4.109.90,0.4.109.94,-7160190944450925370
0.4.109.95,0.4.109.105,-7160190944449925376
0.4.109.107,0.4.109.108,-7160190944449925371
0.4.109.109,0.4.109.117,-7160190944452925345
0.4.109.119,0.4.109.124,-7160190944451925349
0.4.109.126,0.4.109.134,-7160190944446925366
0.4.109.136,0.4.109.142,-7160190944445925257
0.4.109.143,0.4.109.147,-7160190944445925262
0.4.109.148,0.4.109.149,-7160190944445925264
0.4.109.150,0.4.109.152,-7160191944428925301
0.4.109.154,0.4.109.161,-7160191944428925310
0.4.109.162,0.4.109.165,-7160191944429925297
0.4.109.166,0.4.109.176,-7160191944430925307
0.4.109.177,0.4.109.187,-7160191944431925305
0.4.109.188,0.4.109.194,-7160191944432925307
0.4.109.196,0.4.109.206,-7160191944433925284
0.4.109.208,0.4.109.210,-7160191944433925296
0.4.109.212,0.4.109.214,-7160191944434925281
0.4.109.216,0.4.109.226,-7160191944435925286
0.4.109.228,0.4.109.234,-7160191944436925295
0.4.109.236,0.4.109.236,-7160191944436925289
0.4.109.238,0.4.109.242,-7160191944437925292
0.4.109.244,0.4.109.245,-7160191944437925289
0.4.109.246,0.4.109.251,-7160191944437925283
0.4.109.253,0.4.109.255,-7160192944434925311
0.4.110.0,0.4.110.6,-7160192944433925311
0.4.110.7,0.4.110.14,-7160192944433925303
0.4.110.16,0.4.110.23,-7160192944432925301
0.4.110.24,0.4.110.30,-7160192944431925297
0.4.110.32,0.4.110.40,-7160192944438925286
0.4.110.41,0.4.110.48,-7160192944437925281
0.4.110.49,0.4.110.59,-7160192944436925285
0.4.110.60,0.4.110.64,-7160192944436925296
0.4.110.65,0.4.110.72,-7160192944435925311
0.4.110.73,0.4.110.79,-7160192944442925271
0.4.110.80,0.4.110.87,-7160192944441925272
0.4.110.88,0.4.110.89,-7160192944441925270
0.4.110.91,0.4.110.96,-7160193944440925283
0.4.110.98,0.4.110.107,-7160193944441925281
0.4.110.109,0.4.110.116,-7160193944438925305
0.4.110.118,0.4.110.120,-7160193944438925309
0.4.110.122,0.4.110.122,-7160193944438925311
0.4.110.124,0.4.110.127,-7160193944439925287
0.4.110.128,0.4.110.128,-7160193944439925286
0.4.110.130,0.4.110.140,-7160193944436925307
0.4.110.142,0.4.110.150,-7160193944437925306
0.4.110.152,0.4.110.159,-7160193944434925304
0.4.110.161,0.4.110.162,-7160193944434925299
0.4.110.164,0.4.110.166,-7160193944435925300
0.4.110.168,0.4.110.172,-7160193944435925302
0.4.110.174,0.4.110.182,-7160193944448925277
0.4.110.184,0.4.110.186,-7160193944449925274
0.4.110.187,0.4.110.187,-7160193944449925273
0.4.110.188,0.4.110.189,-7160193944449925275
0.4.110.191,0.4.110.194,-7160193944449925266
0.4.110.196,0.4.110.204,-7160194944446925284
0.4.110.205,0.4.110.209,-7160194944445925296
0.4.110.210,0.4.110.214,-7160194944445925285
0.4.110.216,0.4.110.225,-7160194944448925277
0.4.110.227,0.4.110.235,-7160194944447925280
0.4.110.237,0.4.110.244,-7160194944450925272
0.4.110.246,0.4.110.251,-7160194944449925270
0.4.110.253,0.4.111.2,-7160194944452925276
0.4.111.4,0.4.111.8,-7160194944452925266
0.4.111.9,0.4.111.18,-7160194944451925267
0.4.111.20,0.4.111.29,-7160194944438925307
0.4.111.31,0.4.111.33,-7160194944437925304
0.4.111.35,0.4.111.41,-7160195944452925266
0.4.111.42,0.4.111.46,-7160195944452925271
0.4.111.47,0.4.111.47,-7160195944452925272
0.4.111.48,0.4.111.52,-7160195944453925278
0.4.111.53,0.4.111.57,-7160195944453925273
0.4.111.59,0.4.111.69,-7160195944454925268
0.4.111.71,0.4.111.81,-7160195944448925294
0.4.111.82,0.4.111.88,-7160195944448925285
0.4.111.89,0.4.111.89,-7160195944448925286
0.4.111.90,0.4.111.96,-7160195944449925294
0.4.111.97,0.4.111.100,-7160195944450925271
0.4.111.102,0.4.111.106,-7160195944450925265
0.4.111.107,0.4.111.114,-7160195944451925266
0.4.111.115,0.4.111.121,-7160195944444925306
0.4.111.123,0.4.111.125,-7160195944444925310
0.4.111.127,0.4.111.127,-7160195944444925312
0.4.111.128,0.4.111.138,-7160195944445925296
0.4.111.139,0.4.111.142,-7160196944458925276
0.4.111.144,0.4.111.150,-7160196944457925275
0.4.111.152,0.4.111.152,-7160196944457925273
0.4.111.154,0.4.111.162,-7160196944456925278
0.4.111.164,0.4.111.167,-7160196944456925273
0.4.111.169,0.4.111.172,-7160196944455925267
0.4.111.174,0.4.111.184,-7160196944454925266
0.4.111.185,0.4.111.189,-7160196944454925277
0.4.111.191,0.4.111.195,-7160196944453925268
0.4.111.196,0.4.111.202,-7160196944452925290
0.4.111.204,0.4.111.211,-7160196944451925294
0.4.111.213,0.4.111.221,-7160196944450925281
0.4.111.222,0.4.111.228,-7160196944450925290
0.4.111.230,0.4.111.233,-7160196944449925282
0.4.111.234,0.4.111.237,-7160196944449925286
0.4.111.239,0.4.111.244,-7160181944432925339
0.4.111.245,0.4.111.251,-7160181944433925341
0.4.111.252,0.4.111.253,-7160181944433925343
0.4.111.254,0.4.112.0,-7160181944433925340
0.4.112.2,0.4.112.8,-7160181944430925329
0.4.112.9,0.4.112.13,-7160181944430925342
0.4.112.15,0.4.112.23,-7160181944431925339
0.4.112.25,0.4.112.28,-7160181944436925319
0.4.112.29,0.4.112.33,-7160181944436925324
0.4.112.35,0.4.112.40,-7160181944437925320
0.4.112.42,0.4.112.52,-7160181944434925329
0.4.112.53,0.4.112.53,-7160181944434925330
0.4.112.55,0.4.112.61,-7160181944435925313
0.4.112.62,0.4.112.65,-7160181944440925432
0.4.112.67,0.4.112.77,-7160181944441925431
0.4.112.79,0.4.112.80,-7160181944441925428
0.4.112.81,0.4.112.84,-7160182944438925320
0.4.112.86,0.4.112.93,-7160182944438925327
0.4.112.94,0.4.112.102,-7160182944437925329
0.4.112.104,0.4.112.104,-7160182944440925314
0.4.112.106,0.4.112.109,-7160182944440925317
0.4.112.110,0.4.112.119,-7160182944439925320
0.4.112.120,0.4.112.124,-7160182944434925332
0.4.112.125,0.4.112.125,-7160182944434925331
0.4.112.126,0.4.112.126,-7160182944434925330
0.4.112.128,0.4.112.131,-7160182944434925333
0.4.112.133,0.4.112.133,-7160182944434925339
0.4.112.134,0.4.112.134,-7160182944433925333
0.4.112.135,0.4.112.136,-7160182944433925335
0.4.112.138,0.4.112.138,-7160182944433925329
0.4.112.139,0.4.112.142,-7160182944433925341
0.4.112.143,0.4.112.147,-7160182944436925343
0.4.112.148,0.4.112.155,-7160182944435925344
0.4.112.156,0.4.112.158,-7160182944435925339
0.4.112.159,0.4.112.162,-7160182944435925335
0.4.112.164,0.4.112.171,-7160182944446925433
0.4.112.172,0.4.112.175,-7160182944445925426
0.4.112.177,0.4.112.178,-7160182944445925429
0.4.112.180,0.4.112.188,-8160198944443925306
0.4.112.189,0.4.112.191,-8160198944443925307
0.4.112.193,0.4.112.198,-8160198944442925307
0.4.112.199,0.4.112.202,-8160198944442925303
0.4.112.204,0.4.112.204,-8160198944441925300
0.4.112.206,0.4.112.216,-8160198944440925303
0.4.112.217,0.4.112.223,-8160198944440925310
0.4.112.224,0.4.112.231,-8160198944447925287
0.4.112.233,0.4.112.235,-8160198944446925284
0.4.112.236,0.4.112.242,-8160198944446925291
0.4.112.243,0.4.112.249,-8160198944445925283
0.4.112.250,0.4.112.251,-8160198944445925281
0.4.112.252,0.4.112.252,-8160198944445925296
0.4.112.254,0.4.113.8,-8160198944451925270
0.4.113.9,0.4.113.17,-8160198944451925277
0.4.113.18,0.4.113.25,-8160198944450925266
0.4.113.26,0.4.113.33,-8160197944437925298
0.4.113.35,0.4.113.36,-8160197944437925309
0.4.113.38,0.4.113.45,-8160197944438925301
0.4.113.46,0.4.113.53,-8160197944439925308
0.4.113.54,0.4.113.57,-8160197944439925304
0.4.113.59,0.4.113.61,-8160197944440925311
0.4.113.63,0.4.113.63,-8160197944440925305
0.4.113.65,0.4.113.73,-8160197944441925310
0.4.113.74,0.4.113.76,-8160197944441925297
0.4.113.78,0.4.113.86,-8160197944442925296
0.4.113.87,0.4.113.92,-8160197944443925287
0.4.113.93,0.4.113.99,-8160197944444925281
0.4.113.100,0.4.113.109,-8160197944445925294
0.4.113.110,0.4.113.120,-8160197944446925290
0.4.113.121,0.4.113.129,-8160196944463925359
0.4.113.131,0.4.113.137,-8160196944463925351
0.4.113.139,0.4.113.149,-8160196944465925353
0.4.113.150,0.4.113.154,-8160196944465925360
0.4.113.156,0.4.113.163,-8160196944464925360
0.4.113.164,0.4.113.164,-8160196944464925357
0.4.113.166,0.4.113.176,-8160196944459925364
0.4.113.177,0.4.113.185,-8160196944458925372
0.4.113.187,0.4.113.190,-8160196944461925352
0.4.113.192,0.4.113.201,-8160196944460925350
0.4.113.202,0.4.113.202,-8160196944460925347
0.4.113.204,0.4.113.205,-8160196944460925346
0.4.113.207,0.4.113.216,-8160196944455925376
0.4.113.217,0.4.113.219,-8160196944454925258
0.4.113.220,0.4.113.230,-8160195944457925349
0.4.113.232,0.4.113.235,-8160195944457925346
0.4.113.236,0.4.113.245,-8160195944458925347
0.4.113.246,0.4.113.246,-8160195944458925358
0.4.113.248,0.4.113.252,-8160195944455925369
0.4.113.253,0.4.114.5,-8160195944456925369
0.4.114.6,0.4.114.14,-8160195944461925353
0.4.114.16,0.4.114.19,-8160195944461925358
0.4.114.21,0.4.114.30,-8160195944462925346
0.4.114.31,0.4.114.37,-8160195944459925350
0.4.114.39,0.4.114.49,-8160195944460925353
0.4.114.51,0.4.114.61,-8160195944449925256
0.4.114.62,0.4.114.72,-8160202944467925274
0.4.114.74,0.4.114.77,-8160202944467925277
0.4.114.78,0.4.114.81,-8160202944467925265
0.4.114.83,0.4.114.88,-8160202944466925277
0.4.114.90,0.4.114.94,-8160202944465925278
0.4.114.95,0.4.114.102,-8160202944464925265
0.4.114.103,0.4.114.104,-8160202944464925267
0.4.114.106,0.4.114.116,-8160202944463925266
0.4.114.118,0.4.114.122,-8160202944462925271
0.4.114.123,0.4.114.124,-8160202944462925269
0.4.114.126,0.4.114.130,-8160202944462925279
0.4.114.131,0.4.114.141,-8160202944461925283
0.4.114.142,0.4.114.152,-8160202944459925282
0.4.114.154,0.4.114.159,-8160202944459925287
0.4.114.160,0.4.114.161,-8160202944459925289
0.4.114.163,0.4.114.165,-8160202944458925282
0.4.114.167,0.4.114.174,-8160201944461925267
0.4.114.176,0.4.114.179,-8160201944461925272
0.4.114.180,0.4.114.189,-8160201944462925273
0.4.114.190,0.4.114.199,-8160201944463925278
0.4.114.201,0.4.114.209,-8160201944464925279
0.4.114.211,0.4.114.221,-8160201944457925286
0.4.114.223,0.4.114.224,-8160201944458925290
0.4.114.225,0.4.114.235,-8160201944459925270
0.4.114.236,0.4.114.236,-8160201944459925267
0.4.114.238,0.4.114.240,-8160201944459925279
0.4.114.241,0.4.114.243,-8160201944460925269
0.4.114.244,0.4.114.254,-8160201944453925307
0.4.115.0,0.4.115.0,-8160201944453925309
0.4.115.2,0.4.115.8,-8160201944454925286
0.4.115.9,0.4.115.13,-8160201944454925281
0.4.115.14,0.4.115.16,-8160200944455925292
0.4.115.17,0.4.115.19,-8160200944455925289
0.4.115.20,0.4.115.28,-8160200944454925295
0.4.115.29,0.4.115.31,-8160200944454925290
0.4.115.32,0.4.115.40,-8160200944457925266
0.4.115.42,0.4.115.46,-8160200944456925271
0.4.115.47,0.4.115.57,-8160200944459925279
0.4.115.58,0.4.115.61,-8160200944459925275
0.4.115.62,0.4.115.63,-8160200944459925273
0.4.115.65,0.4.115.75,-8160200944458925274
0.4.115.77,0.4.115.85,-8160200944461925265
0.4.115.86,0.4.115.95,-8160200944460925268
0.4.115.96,0.4.115.99,-8160200944447925297
0.4.115.101,0.4.115.110,-8160200944446925297
0.4.115.112,0.4.115.122,-8160199944449925285
0.4.115.123,0.4.115.127,-8160199944450925281
0.4.115.128,0.4.115.132,-8160199944450925288
0.4.115.134,0.4.115.140,-8160199944447925309
0.4.115.142,0.4.115.150,-8160199944448925284
0.4.115.151,0.4.115.153,-8160199944448925281
0.4.115.155,0.4.115.160,-8160199944445925307
0.4.115.162,0.4.115.168,-8160199944446925312
0.4.115.170,0.4.115.180,-8160199944443925297
0.4.115.182,0.4.115.192,-8160199944444925302
0.4.115.194,0.4.115.194,-8160199944444925308
0.4.115.195,0.4.115.205,-8160199944457925268
0.4.115.207,0.4.115.210,-8160199944458925278
0.4.115.211,0.4.115.212,-8160199944458925280
0.4.115.213,0.4.115.223,-8160190944459925427
0.4.115.224,0.4.115.229,-8160190944458925430
0.4.115.230,0.4.115.231,-8160190944458925428
0.4.115.232,0.4.115.240,-8160190944457925328
0.4.115.242,0.4.115.243,-8160190944457925325
0.4.115.244,0.4.115.250,-8160190944456925321
0.4.115.252,0.4.115.252,-8160190944456925323
0.4.115.254,0.4.116.5,-8160190944463925437
0.4.116.6,0.4.116.9,-8160190944463925425
0.4.116.11,0.4.116.12,-8160190944462925433
0.4.116.13,0.4.116.23,-8160190944461925437
0.4.116.24,0.4.116.33,-8160190944460925428
0.4.116.34,0.4.116.38,-8160190944460925433
0.4.116.40,0.4.116.49,-8160190944451925333
0.4.116.50,0.4.116.53,-8160190944450925342
0.4.116.55,0.4.116.59,-8160190944450925336
0.4.116.61,0.4.116.63,-8160189944453925328
0.4.116.64,0.4.116.72,-8160189944454925322
0.4.116.74,0.4.116.77,-8160189944454925325
0.4.116.79,0.4.116.86,-8160189944455925425
0.4.116.88,0.4.116.96,-8160189944456925428
0.4.116.97,0.4.116.105,-8160189944457925430
0.4.116.107,0.4.116.111,-8160189944458925439
0.4.116.112,0.4.116.114,-8160189944458925436
0.4.116.115,0.4.116.123,-8160189944459925434
0.4.116.125,0.4.116.134,-8160189944460925438
0.4.116.135,0.4.116.136,-8160189944460925440
0.4.116.138,0.4.116.141,-8160189944445925334
0.4.116.142,0.4.116.152,-8160189944446925330
0.4.116.154,0.4.116.162,-5160171944426925327
0.4.116.163,0.4.116.173,-5160171944427925321
0.4.116.175,0.4.116.175,-5160171944427925327
0.4.116.176,0.4.116.178,-5160171944427925316
0.4.116.179,0.4.116.181,-5160171944428925432
0.4.116.182,0.4.116.192,-5160171944429925432
0.4.116.194,0.4.116.203,-5160171944430925428
0.4.116.205,0.4.116.207,-5160171944430925432
0.4.116.209,0.4.116.219,-5160171944431925431
0.4.116.221,0.4.116.231,-5160171944433925433
0.4.116.233,0.4.116.239,-5160171944433925425
0.4.116.240,0.4.116.248,-5160171944418925341
0.4.116.249,0.4.116.249,-5160171944418925342
0.4.116.250,0.4.116.251,-5160171944419925331
0.4.116.253,0.4.116.255,-5160171944419925335
0.4.117.0,0.4.117.1,-5160171944419925333
0.4.117.3,0.4.117.9,-5160172944432925425
0.4.117.11,0.4.117.14,-5160172944431925431
0.4.117.16,0.4.117.16,-5160172944431925429
0.4.117.18,0.4.117.21,-5160172944431925426
0.4.117.22,0.4.117.32,-5160172944430925316
0.4.117.34,0.4.117.42,-5160172944429925317
0.4.117.43,0.4.117.52,-5160172944436925426
0.4.117.54,0.4.117.64,-5160172944434925440
0.4.117.65,0.4.117.74,-5160172944433925425
0.4.117.76,0.4.117.77,-5160172944433925428
0.4.117.78,0.4.117.86,-5160172944424925344
0.4.117.87,0.4.117.88,-5160172944424925338
0.4.117.89,0.4.117.95,-5160172944423925344
0.4.117.96,0.4.117.96,-5160172944423925341
0.4.117.97,0.4.117.101,-5160172944423925338
0.4.117.102,0.4.117.111,-5160169944414925338
0.4.117.113,0.4.117.116,-5160169944415925344
0.4.117.117,0.4.117.126,-5160169944412925335
0.4.117.127,0.4.117.127,-5160169944412925336
0.4.117.129,0.4.117.136,-5160169944413925330
0.4.117.138,0.4.117.143,-5160169944413925339
0.4.117.144,0.4.117.148,-5160169944418925319
0.4.117.149,0.4.117.157,-5160169944419925315
0.4.117.158,0.4.117.158,-5160169944419925318
0.4.117.160,0.4.117.164,-5160169944416925337
0.4.117.165,0.4.117.174,-5160169944417925320
0.4.117.175,0.4.117.178,-5160169944417925316
0.4.117.179,0.4.117.179,-5160169944417925315
0.4.117.181,0.4.117.189,-5160169944422925428
0.4.117.191,0.4.117.194,-5160169944423925430
0.4.117.195,0.4.117.205,-5160170944420925319
0.4.117.206,0.4.117.214,-5160170944419925337
0.4.117.215,0.4.117.219,-5160170944419925342
0.4.117.221,0.4.117.221,-5160170944419925344
0.4.117.222,0.4.117.224,-5160170944422925314
0.4.117.225,0.4.117.233,-5160170944422925321
0.4.117.235,0.4.117.242,-5160170944421925323
0.4.117.243,0.4.117.250,-5160170944416925334
0.4.117.251,0.4.117.251,-5160170944416925333
0.4.117.252,0.4.117.254,-5160170944415925333
0.4.117.255,0.4.117.255,-5160170944415925334
0.4.118.0,0.4.118.5,-5160170944415925332
0.4.118.6,0.4.118.10,-5160170944418925344
0.4.118.12,0.4.118.12,-5160170944418925338
0.4.118.14,0.4.118.19,-5160170944417925344
0.4.118.20,0.4.118.24,-5160170944417925337
0.4.118.25,0.4.118.27,-5160170944417925336
0.4.118.28,0.4.118.36,-5160170944428925432
0.4.118.37,0.4.118.46,-5160170944427925433
0.4.118.48,0.4.118.56,-5160175944418925249
0.4.118.58,0.4.118.62,-5160175944419925364
0.4.118.64,0.4.118.69,-5160175944420925364
0.4.118.70,0.4.118.77,-5160175944420925372
0.4.118.79,0.4.118.82,-5160175944421925366
0.4.118.84,0.4.118.85,-5160175944421925367
0.4.118.87,0.4.118.95,-5160175944414925252
0.4.118.96,0.4.118.106,-5160175944415925260
0.4.118.107,0.4.118.111,-5160175944416925262
0.4.118.113,0.4.118.123,-5160175944417925257
0.4.118.124,0.4.118.129,-5160175944426925346
0.4.118.131,0.4.118.133,-5160175944426925350
0.4.118.134,0.4.118.139,-5160175944427925359
0.4.118.141,0.4.118.143,-5160175944427925355
0.4.118.144,0.4.118.148,-5160176944424925362
0.4.118.149,0.4.118.149,-5160176944424925361
0.4.118.151,0.4.118.156,-5160176944424925370
0.4.118.158,0.4.118.166,-5160176944423925371
0.4.118.168,0.4.118.169,-5160176944422925367
0.4.118.170,0.4.118.170,-5160176944422925366
0.4.118.172,0.4.118.181,-5160176944421925260
0.4.118.182,0.4.118.191,-5160176944420925263
0.4.118.193,0.4.118.199,-5160176944419925264
0.4.118.201,0.4.118.207,-5160176944419925256
0.4.118.208,0.4.118.218,-5160176944417925253
0.4.118.220,0.4.118.227,-5160176944417925262
0.4.118.228,0.4.118.233,-5160176944432925357
0.4.118.234,0.4.118.238,-5160176944431925355
0.4.118.239,0.4.118.244,-5160176944431925357
0.4.118.246,0.4.118.251,-5160173944438925434
0.4.118.252,0.4.119.3,-5160173944439925433
0.4.119.4,0.4.119.8,-5160173944439925440
0.4.119.9,0.4.119.10,-5160173944439925426
0.4.119.12,0.4.119.16,-5160173944436925429
0.4.119.18,0.4.119.18,-5160173944436925431
0.4.119.19,0.4.119.19,-5160173944436925432
0.4.119.21,0.4.119.28,-5160173944437925434
0.4.119.30,0.4.119.30,-5160173944437925432
0.4.119.31,0.4.119.34,-5160173944434925429
0.4.119.35,0.4.119.37,-5160173944434925428
0.4.119.38,0.4.119.45,-5160173944435925431
0.4.119.46,0.4.119.56,-5160173944432925321
0.4.119.57,0.4.119.65,-5160173944433925321
0.4.119.66,0.4.119.74,-5160173944430925313
0.4.119.76,0.4.119.76,-5160173944430925319
0.4.119.77,0.4.119.78,-5160173944430925317
0.4.119.80,0.4.119.90,-5160173944431925322
0.4.119.92,0.4.119.96,-5160174944412925256
0.4.119.98,0.4.119.102,-5160174944411925253
0.4.119.103,0.4.119.103,-5160174944411925254
0.4.119.105,0.4.119.105,-5160174944411925256
0.4.119.106,0.4.119.114,-5160174944414925264
0.4.119.116,0.4.119.122,-5160174944413925263
0.4.119.124,0.4.119.132,-5160174944416925368
0.4.119.133,0.4.119.136,-5160174944416925364
0.4.119.137,0.4.119.146,-5160174944415925261
0.4.119.148,0.4.119.158,-5160174944418925368
0.4.119.159,0.4.119.169,-5160174944417925366
0.4.119.171,0.4.119.177,-5160174944420925375
0.4.119.179,0.4.119.180,-5160174944420925364
0.4.119.182,0.4.119.184,-5160174944419925375
0.4.119.186,0.4.119.190,-5160174944419925365
0.4.119.192,0.4.119.199,-5160179944410925300
0.4.119.200,0.4.119.208,-5160179944411925302
0.4.119.209,0.4.119.210,-5160179944411925308
0.4.119.212,0.4.119.221,-5160179944412925304
0.4.119.222,0.4.119.228,-5160179944413925308
0.4.119.229,0.4.119.230,-5160179944413925302
0.4.119.231,0.4.119.232,-5160179944414925305
0.4.119.233,0.4.119.243,-5160179944415925287
0.4.119.244,0.4.119.251,-5160179944415925295
0.4.119.253,0.4.120.6,-5160179944417925282
0.4.120.7,0.4.120.9,-5160179944417925283
0.4.120.10,0.4.120.18,-5160179944418925295
0.4.120.20,0.4.120.20,-5160179944418925289
0.4.120.21,0.4.120.26,-5160179944419925292
0.4.120.27,0.4.120.34,-5160179944419925284
0.4.120.36,0.4.120.46,-5160180944415925311
0.4.120.47,0.4.120.49,-5160180944415925310
0.4.120.51,0.4.120.60,-5160180944414925304
0.4.120.62,0.4.120.62,-5160180944414925302
0.4.120.64,0.4.120.71,-5160180944413925298
0.4.120.72,0.4.120.81,-5160180944420925285
0.4.120.82,0.4.120.83,-5160180944420925287
0.4.120.84,0.4.120.91,-5160180944419925288
0.4.120.93,0.4.120.96,-5160180944418925288
0.4.120.98,0.4.120.105,-5160180944418925295
0.4.120.106,0.4.120.113,-5160180944417925312
0.4.120.115,0.4.120.120,-5160180944424925266
0.4.120.121,0.4.120.128,-5160180944423925269
0.4.120.129,0.4.120.132,-5160180944423925265
0.4.120.133,0.4.120.135,-5160180944423925280
0.4.120.136,0.4.120.136,-6160180944421925252
0.4.120.138,0.4.120.146,-6160180944420925253
